Date,Description,Amount,txn_id,remarks,ref_no,Narration
12-03-2023,Netflix subscription,15373.93,TXN96903,ok,587297,
15-02-2023,Freelance income,83989.92,TXN78622,ok,414104,
21-05-2023,Loan EMI,80284.93,TXN98230,ok,350390,
06-07-2023,,37348.34,TXN35523,ok,551297,freelance income
06-01-2023,Vehicle purchase,90440.57,TXN74375,ok,402978,
19-11-2023,salary credited,19103.1,TXN24179,ok,596951,
25-12-2023,Consulting income,40926.25,TXN39410,ok,732680,
29-10-2023,consulting income,47418.43,TXN45435,ok,617738,
19-11-2023,Mobile recharge,27595.89,TXN29822,,889781,
12-05-2023,laptop purchase,14748.2,TXN61273,ok,474903,
20-01-2023,Mobile recharge,34956.97,TXN18467,ok,998017,
29-09-2023,insurance premium,,TXN50476,,599850,
25-08-2023,Consulting income,,TXN36509,ok,497324,
05-11-2023,,19692.19,TXN63875,ok,337980,Client payment received
03-07-2023,salary credited,20787.93,TXN44445,ok,544517,
19-11-2023,Uber ride,14945.85,TXN61390,,962158,
09-05-2023,Netflix subscription,43907.04,TXN71441,,587530,
17-05-2023,,74490.24,TXN33542,ok,566823,Bonus received
14-09-2023,Gym membership,68249.19,TXN11006,,602364,
09-10-2023,Uber ride,71812.28,TXN99453,,766668,
26-06-2023,Client payment received,,TXN95749,ok,757855,
22-05-2023,insurance premium,43794.36,TXN66154,ok,256820,
05-09-2023,,18087.38,TXN64573,ok,399034,Office supplies
25-05-2023,,78458.25,TXN56530,ok,337021,officesupplies
23-12-2023,,62603.65,TXN26201,ok,615751,Freelance income
03-07-2023,Amazon order,854.05,TXN59466,ok,909553,
06-07-2023,Laptop purchase,,TXN97524,ok,176215,
21-08-2023,Rent payment,81830.81,TXN63772,ok,190640,
14-01-2023,,42832.93,TXN68214,ok,491598,Rent payment
05-02-2023,Loan EMI,98706.33,TXN21567,,463013,
25-05-2023,internet bill,29091.37,TXN33614,ok,632980,
19-05-2023,Insurance premium,86708.59,TXN50736,,288043,
07-01-2023,Uber ride,85612.1,TXN66104,ok,950510,
12-11-2023,electricity bill,30738.43,TXN45915,ok,120008,
16-11-2023,consulting income,17796.38,TXN82397,ok,522149,
28-12-2023,Electricity bill,95341.32,TXN90207,ok,652680,
02-05-2023,amazonorder,37828.42,TXN41867,,857769,
08-12-2023,,14397.4,TXN57535,ok,563919,rent payment
25-06-2023,,64570.82,TXN28387,ok,607625,Netflix subscription
24-05-2023,Laptop purchase,79791.84,TXN10448,ok,145309,
29-10-2023,Netflix subscription,32845.01,TXN61682,,542510,
05-03-2023,Rent payment,42322.95,TXN65187,ok,880163,
11-05-2023,,57015.1,TXN77663,ok,475486,Amazon order
14-02-2023,Netflix subscription,91209.24,TXN72068,ok,817512,
26-07-2023,Vehicle purchase,3972.95,TXN84293,,521784,
02-09-2023,Freelance income,49900.55,TXN39496,ok,339667,
02-01-2023,Amazon order,78799.64,TXN72314,ok,854153,
16-01-2023,,91559.37,TXN84706,ok,107276,client payment received
27-11-2023,,44381.13,TXN49542,,748471,amazon order
03-07-2023,Client payment received,53959.03,TXN15169,,135291,
27-12-2023,Internet bill,70599.47,TXN91775,ok,979721,
26-12-2023,Loan EMI,18250.18,TXN84879,,811808,
16-11-2023,loan emi,29963.8,TXN31869,ok,956867,
05-07-2023,Amazon order,50896.71,TXN53143,ok,611830,
28-07-2023,Mobile recharge,66330.72,TXN22745,ok,241566,
21-02-2023,Vehicle purchase,15816.06,TXN26914,,495183,
21-05-2023,,27720.97,TXN99041,,416341,Freelance income
28-04-2023,Rent payment,39837.08,TXN44817,ok,421652,
10-11-2023,Client payment received,64860.21,TXN63829,ok,615822,
12-06-2023,Gymmembership,59885.87,TXN22144,,653675,
19-11-2023,Insurance premium,71039.59,TXN96199,ok,595137,
13-10-2023,Gym membership,45877.05,TXN76848,,119084,
28-02-2023,Consulting income,26854.8,TXN19366,ok,373161,
10-04-2023,Vendor payment,46502.18,TXN91735,,836963,
06-06-2023,,39135.9,TXN65461,ok,868183,Salary credited
04-12-2023,Freelanceincome,,TXN68703,,571286,
06-09-2023,,67090.06,TXN83829,ok,948628,Consulting income
01-05-2023,Rent payment,60084.31,TXN15248,,662239,
08-11-2023,Uber ride,83621.37,TXN75729,ok,462120,
02-10-2023,,54275.08,TXN55565,ok,944272,Vendor payment
18-01-2023,,94875.08,TXN71392,ok,542409,mobile recharge
28-04-2023,Rent payment,91815.92,TXN15878,ok,491437,
14-10-2023,Amazon order,54643.23,TXN29455,ok,234714,
29-08-2023,,47423.29,TXN38618,ok,830568,Vendor payment
23-05-2023,netflix subscription,7781.39,TXN38590,ok,297720,
10-03-2023,,37483.75,TXN90783,,804729,Vehicle purchase
09-08-2023,,66071.68,TXN45305,,201611,Vendor payment
25-10-2023,Salary credited,58364.19,TXN32787,,918209,
07-04-2023,,27165.47,TXN39016,,910642,vehicle purchase
13-04-2023,salary credited,97978.87,TXN73752,,853008,
25-05-2023,Vehicle purchase,4975.59,TXN58011,ok,431199,
30-07-2023,,47811.91,TXN96748,,660131,Gym membership
02-10-2023,,94610.63,TXN18482,ok,491264,Vehicle purchase
17-11-2023,netflix subscription,9998.1,TXN21166,ok,535368,
14-09-2023,Mobile recharge,38320.93,TXN68113,,378071,
02-08-2023,Vendor payment,29240.81,TXN84803,,919348,
20-03-2023,Internet bill,42372.16,TXN42480,ok,562900,
12-01-2023,Client payment received,62394.63,TXN17958,ok,468893,
17-04-2023,Client payment received,7792.88,TXN53738,ok,332587,
07-01-2023,Rent payment,42671.6,TXN39323,ok,684838,
12-06-2023,,69906.06,TXN51489,ok,423154,Salary credited
05-03-2023,,7016.16,TXN25888,,206425,Gym membership
17-11-2023,loanemi,33037.16,TXN34020,ok,471032,
26-11-2023,,33866.93,TXN92831,ok,923117,Insurance premium
07-05-2023,,89113.27,TXN59946,,552826,office supplies
07-05-2023,Bonus received,82603.94,TXN67936,ok,925760,
09-02-2023,Vehicle purchase,48309.98,TXN61081,ok,649837,
04-09-2023,,43437.71,TXN14503,ok,185168,Vehicle purchase
28-10-2023,Salary credited,23063.3,TXN57670,ok,668243,
05-08-2023,Loan EMI,59539.87,TXN94950,,540493,
05-11-2023,Client payment received,82310.31,TXN48181,ok,185690,
27-07-2023,Amazon order,59499.29,TXN32965,ok,889302,
26-08-2023,,73630.91,TXN33856,ok,459423,Freelance income
10-10-2023,Insurance premium,74914.57,TXN94707,ok,277767,
30-04-2023,Office supplies,48440.25,TXN27548,ok,642650,
15-02-2023,Mobile recharge,77806.67,TXN98651,,748659,
08-04-2023,internet bill,60485.5,TXN75109,ok,614203,
16-02-2023,,7753.75,TXN73128,ok,211693,Salary credited
10-08-2023,Client payment received,33305.29,TXN24458,ok,226404,
29-05-2023,Vehiclepurchase,48624.76,TXN26963,ok,371365,
05-05-2023,Internet bill,5894.49,TXN33835,ok,766052,
21-08-2023,office supplies,51886.66,TXN63529,ok,449636,
06-02-2023,Mobile recharge,26227.29,TXN56521,ok,597932,
30-10-2023,Salary credited,86070.77,TXN66004,ok,228321,
17-06-2023,Bonus received,45313.25,TXN57202,ok,383900,
31-10-2023,Mobile recharge,35755.78,TXN97599,,568913,
24-07-2023,,28130.59,TXN15754,ok,441138,Internet bill
22-05-2023,Uber ride,18461.72,TXN42944,ok,948640,
28-09-2023,,72537.67,TXN95024,ok,259749,Amazon order
25-01-2023,Internet bill,40878.55,TXN32950,ok,421316,
16-10-2023,,83980.07,TXN73207,ok,149730,Electricity bill
06-11-2023,,16006.94,TXN73892,ok,234135,gym membership
29-09-2023,Netflix subscription,70331.84,TXN96519,ok,448144,
14-07-2023,Netflix subscription,97020.85,TXN11280,,752654,
03-08-2023,Consulting income,93890.67,TXN10473,ok,259886,
17-05-2023,mobile recharge,15802.19,TXN80631,,279482,
17-06-2023,Internet bill,31836.56,TXN99221,ok,898645,
15-03-2023,Gym membership,59770.93,TXN18025,ok,408829,
01-09-2023,uber ride,99202.5,TXN27857,ok,665640,
07-08-2023,,28938.22,TXN41935,ok,554746,Vehicle purchase
02-07-2023,Salary credited,79768.33,TXN53511,ok,882305,
17-02-2023,Amazon order,89381.64,TXN55893,,480066,
04-05-2023,loan emi,31310.51,TXN25902,ok,493318,
07-02-2023,Vendor payment,42335.43,TXN40792,ok,788753,
24-07-2023,Internet bill,63074.27,TXN40144,ok,138140,
12-01-2023,insurance premium,67356.71,TXN90560,ok,889671,
29-12-2023,Loan EMI,90431.99,TXN88324,,177263,
10-11-2023,,42669.3,TXN38082,,556081,Vehicle purchase
11-06-2023,,,TXN48993,,201080,Vendor payment
12-04-2023,Bonus received,32203.46,TXN25642,,578549,
17-01-2023,Amazon order,43247.26,TXN59095,ok,657633,
07-07-2023,Salary credited,38548.62,TXN20783,ok,332098,
13-10-2023,loan emi,86619.04,TXN51538,,469376,
09-11-2023,Internet bill,3695.54,TXN24501,ok,776881,
08-10-2023,Freelance income,88165.5,TXN62757,,695830,
12-06-2023,uber ride,6265.34,TXN80137,ok,159776,
29-05-2023,,58092.43,TXN14913,ok,529943,Uber ride
30-08-2023,Amazonorder,,TXN26538,ok,328378,
15-08-2023,Loan EMI,29175.75,TXN97912,ok,394643,
18-12-2023,Loan EMI,95245.84,TXN42879,,207572,
18-06-2023,Salary credited,96879.85,TXN18128,ok,709272,
02-04-2023,Vehicle purchase,74087.41,TXN99906,,875866,
30-05-2023,Gym membership,,TXN10358,,730921,
23-03-2023,Internet bill,74881.48,TXN37916,ok,318560,
16-11-2023,,89846.18,TXN41070,ok,758189,office supplies
09-05-2023,Salary credited,42098.13,TXN49875,,372483,
03-07-2023,Office supplies,28242.84,TXN14905,ok,120839,
04-12-2023,electricity bill,63986.02,TXN52884,ok,125748,
10-03-2023,netflix subscription,,TXN47693,,252221,
02-03-2023,Electricity bill,,TXN13455,ok,822112,
11-07-2023,,92755.43,TXN18202,ok,649908,Loan EMI
01-10-2023,Vehicle purchase,82095.21,TXN55408,,378240,
21-12-2023,Electricity bill,17358.87,TXN28021,,579287,
10-03-2023,Salary credited,6848.48,TXN19165,ok,682788,
25-05-2023,,71492.14,TXN81453,ok,428379,Vendor payment
16-01-2023,Laptop purchase,18060.77,TXN12797,ok,898006,
26-04-2023,Insurance premium,56091.05,TXN45004,ok,605862,
09-03-2023,office supplies,20305.1,TXN20622,ok,778762,
05-02-2023,Electricity bill,45364.19,TXN80430,ok,495752,
29-05-2023,Rent payment,86508.48,TXN56080,ok,433338,
13-02-2023,Internet bill,25111.87,TXN18955,ok,413363,
10-09-2023,,56465.33,TXN96306,ok,451730,Uberride
27-03-2023,Vehiclepurchase,24622.74,TXN48022,ok,340668,
04-08-2023,Vehicle purchase,72257.25,TXN56364,ok,572937,
02-07-2023,insurance premium,47058.02,TXN39216,ok,773023,
29-11-2023,,55773.56,TXN10700,ok,697138,Insurance premium
02-06-2023,Uber ride,32856.86,TXN99906,ok,732063,
28-01-2023,,83126.24,TXN42074,ok,403016,Vehiclepurchase
23-04-2023,Netflix subscription,92871.25,TXN84654,ok,766750,
21-06-2023,Loan EMI,,TXN71803,ok,807929,
26-12-2023,,31476.19,TXN35901,ok,701453,netflix subscription
07-07-2023,Loan EMI,40978.41,TXN84892,ok,407419,
19-06-2023,Bonus received,565.03,TXN48964,,506620,
05-05-2023,,22184.9,TXN31167,ok,847315,loan emi
19-03-2023,Mobile recharge,25993.88,TXN30383,ok,537426,
10-04-2023,,28734.16,TXN34990,ok,932450,Freelance income
12-09-2023,Electricity bill,40602.05,TXN62864,ok,844452,
06-06-2023,office supplies,85688.48,TXN89810,ok,575683,
09-05-2023,Gym membership,58996.6,TXN63889,ok,768879,
23-02-2023,Client payment received,24559.72,TXN73922,ok,433696,
22-10-2023,Freelance income,43430.42,TXN86444,ok,588468,
02-11-2023,,60076.12,TXN33171,,792474,Gym membership
24-08-2023,Electricity bill,,TXN95106,,711169,
05-12-2023,,67602.43,TXN76539,ok,506094,Laptop purchase
25-03-2023,Internet bill,30137.4,TXN12840,ok,451444,
08-10-2023,mobile recharge,48157.2,TXN69595,ok,477112,
18-07-2023,Amazon order,37756.92,TXN76939,ok,220007,
07-04-2023,Consulting income,87387.23,TXN60758,ok,714440,
29-04-2023,,80473.54,TXN74491,,419555,Gym membership
07-12-2023,Mobile recharge,46400.27,TXN27093,,884456,
05-08-2023,,40949.07,TXN74452,ok,348064,Uber ride
14-01-2023,,90055.11,TXN48135,ok,773421,Electricity bill
01-04-2023,,81370.84,TXN97058,,429982,Netflix subscription
03-09-2023,Uber ride,4073.47,TXN67307,,352866,
13-01-2023,,62978.32,TXN45813,ok,745582,Vendor payment
27-07-2023,,85000.02,TXN87687,ok,858925,Vendorpayment
22-05-2023,Laptop purchase,7332.15,TXN12486,ok,813994,
25-01-2023,freelance income,29036.41,TXN82678,ok,760876,
19-12-2023,,48371.82,TXN60580,,991677,Uber ride
09-01-2023,Electricity bill,6039.08,TXN49981,,177073,
13-06-2023,Electricity bill,40216.16,TXN36271,ok,140490,
18-08-2023,,29223.98,TXN89585,ok,172168,laptop purchase
18-11-2023,amazon order,16895.11,TXN35025,ok,114063,
15-02-2023,Mobile recharge,52039.23,TXN63796,ok,207852,
05-02-2023,,99680.96,TXN49088,ok,965098,Officesupplies
14-02-2023,,16301.13,TXN96373,,476252,Amazon order
22-02-2023,,29328.07,TXN62274,,307597,amazon order
04-08-2023,Client payment received,13327.94,TXN52864,ok,289286,
04-07-2023,Mobile recharge,54738.88,TXN27791,ok,633432,
23-02-2023,internet bill,19469.25,TXN55657,ok,391884,
06-03-2023,Vendor payment,95899.09,TXN11044,,546102,
16-01-2023,Bonus received,89437.45,TXN80714,ok,369275,
04-07-2023,Internet bill,26321.56,TXN69251,,427356,
18-05-2023,,,TXN36388,ok,442489,Gym membership
25-11-2023,,41432.04,TXN10119,,643273,Insurance premium
10-10-2023,,11535.38,TXN76778,ok,118250,Loan EMI
28-03-2023,,42313.53,TXN64007,ok,978280,Amazon order
08-12-2023,,63253.74,TXN21983,ok,572254,Bonus received
27-11-2023,Amazon order,43403.24,TXN72056,ok,915261,
03-04-2023,Internet bill,23211.53,TXN74201,ok,869918,
05-08-2023,Vendor payment,2106.15,TXN79367,ok,966088,
01-01-2023,Consulting income,62384.2,TXN71484,,579039,
02-12-2023,consulting income,55220.32,TXN20415,,358506,
04-08-2023,Netflix subscription,,TXN59363,ok,847838,
28-05-2023,,27740.5,TXN61771,ok,524640,Internet bill
30-09-2023,,,TXN50975,,745129,Gym membership
07-06-2023,Loan EMI,52373.12,TXN89169,ok,470391,
01-10-2023,Loan EMI,50067.26,TXN70691,ok,654186,
19-04-2023,,93513.25,TXN52755,ok,976010,client payment received
16-06-2023,Internet bill,13701.13,TXN89560,ok,783541,
20-12-2023,Electricity bill,1713.7,TXN92075,ok,114413,
04-05-2023,Electricity bill,30642.95,TXN30533,,218362,
22-02-2023,,27342.82,TXN70488,ok,117846,Gym membership
08-01-2023,Internet bill,24772.94,TXN62605,ok,572386,
11-04-2023,,40595.68,TXN96893,ok,625398,Netflix subscription
17-07-2023,,8659.75,TXN37027,ok,878077,Loan EMI
27-05-2023,,17445.89,TXN50329,,261422,Netflix subscription
09-11-2023,,1753.72,TXN42970,ok,704911,Mobile recharge
07-03-2023,Mobile recharge,55626.62,TXN72292,ok,732391,
16-08-2023,Bonus received,45774.84,TXN14751,,454003,
20-12-2023,,96574.24,TXN76218,ok,855631,Uber ride
04-10-2023,,33703.03,TXN61480,,508657,Salary credited
21-06-2023,consulting income,5458.98,TXN42756,ok,927476,
29-03-2023,consulting income,50275.1,TXN80453,ok,361373,
14-01-2023,Mobilerecharge,90861.08,TXN62272,,505907,
18-04-2023,LoanEMI,84300.31,TXN26883,,803585,
13-07-2023,,88572.85,TXN66607,,804412,Internet bill
16-09-2023,Internet bill,41764.97,TXN21994,,900399,
06-11-2023,Amazon order,45056.3,TXN72715,ok,591890,
24-09-2023,,52800.16,TXN33618,ok,214580,Internet bill
27-06-2023,Consulting income,,TXN64132,ok,390846,
06-05-2023,Insurance premium,15615.06,TXN89514,ok,842480,
27-12-2023,,60889.95,TXN95451,,161939,Consulting income
26-03-2023,amazonorder,57260.71,TXN33016,ok,618950,
31-08-2023,Bonus received,24227.32,TXN57285,ok,461482,
19-12-2023,Internet bill,51807.72,TXN26415,ok,267367,
11-03-2023,freelance income,56164.78,TXN46792,ok,786946,
17-08-2023,,4465.74,TXN17135,ok,143088,Bonus received
22-03-2023,Vendor payment,44333.4,TXN14557,,485178,
16-02-2023,,80847.43,TXN49078,ok,248273,Uber ride
18-04-2023,Insurance premium,68542.89,TXN21516,ok,116365,
12-07-2023,Amazonorder,95683.74,TXN53002,,556874,
08-01-2023,bonus received,910.02,TXN89712,ok,734598,
16-12-2023,Amazon order,47349.65,TXN67929,,522589,
18-06-2023,Freelance income,,TXN38099,,543054,
28-12-2023,Bonus received,19439.48,TXN52274,,857568,
29-06-2023,netflix subscription,,TXN72179,,319072,
14-02-2023,,79496.74,TXN51834,,977232,Netflix subscription
16-02-2023,,3486.31,TXN50456,ok,749135,mobile recharge
19-01-2023,,91998.94,TXN19438,,386882,Vehicle purchase
02-12-2023,,34726.79,TXN22485,ok,770229,Netflix subscription
29-10-2023,,95789.8,TXN97377,,585356,Vehicle purchase
18-04-2023,Netflix subscription,42147.65,TXN41911,,303771,
08-08-2023,Bonus received,42111.38,TXN99463,ok,909810,
29-08-2023,Netflix subscription,57298.5,TXN28406,ok,141521,
22-07-2023,,1376.86,TXN74758,ok,126798,insurance premium
21-03-2023,Insurance premium,41234.78,TXN85995,ok,782413,
16-05-2023,,37610.21,TXN58191,ok,146866,Internet bill
18-11-2023,,89237.96,TXN84508,ok,829055,Amazon order
22-03-2023,salary credited,68616.72,TXN90752,,390294,
14-04-2023,,54285.47,TXN58437,ok,662864,Netflix subscription
06-01-2023,,59422.45,TXN95931,ok,807468,Bonus received
21-05-2023,,10772.1,TXN98996,ok,256603,Netflix subscription
27-12-2023,Rent payment,13088.4,TXN45241,ok,353966,
11-09-2023,Consulting income,37056.23,TXN69641,,876622,
07-02-2023,Freelanceincome,15871.35,TXN71686,,431392,
23-06-2023,Salary credited,6852.53,TXN12470,ok,158816,
18-06-2023,Consulting income,79.35,TXN18117,ok,313874,
19-05-2023,Vehicle purchase,50880.21,TXN73887,,495163,
10-03-2023,Rent payment,32261.47,TXN46055,ok,256574,
15-09-2023,Vendor payment,2302.02,TXN80487,ok,728627,
19-07-2023,,15476.0,TXN40750,ok,829784,Rent payment
07-11-2023,,21383.47,TXN91340,,485953,Uber ride
31-01-2023,,28204.58,TXN59999,ok,129176,Mobile recharge
04-02-2023,Clientpaymentreceived,69883.54,TXN48871,ok,974424,
14-09-2023,Loan EMI,72549.23,TXN87053,ok,560956,
19-09-2023,Gymmembership,64209.77,TXN17895,ok,498156,
07-02-2023,,66387.35,TXN68850,,568194,Office supplies
28-12-2023,Vehicle purchase,40429.45,TXN56499,,532679,
29-05-2023,Internet bill,65009.66,TXN72416,,348489,
08-01-2023,loan emi,77614.1,TXN91375,ok,290380,
17-07-2023,,88971.17,TXN44187,ok,486219,Insurance premium
10-03-2023,Freelanceincome,91341.1,TXN35772,ok,530170,
04-11-2023,client payment received,10892.06,TXN65917,,593666,
11-05-2023,Amazon order,67135.71,TXN37721,,974357,
19-11-2023,,80283.7,TXN57321,ok,899212,Electricity bill
20-07-2023,Netflix subscription,98535.07,TXN21535,ok,554647,
25-04-2023,Uber ride,68788.12,TXN85840,ok,734497,
06-08-2023,vehicle purchase,25177.63,TXN19639,ok,265469,
27-09-2023,Laptop purchase,16184.74,TXN82846,,406002,
01-05-2023,Loan EMI,88074.68,TXN72145,,491663,
20-01-2023,,83017.78,TXN11612,ok,511202,office supplies
12-10-2023,netflix subscription,694.61,TXN54542,,503600,
09-05-2023,Client payment received,22872.3,TXN67390,ok,581592,
22-07-2023,Consulting income,96321.4,TXN33697,ok,613505,
21-10-2023,,63927.86,TXN72804,ok,483461,Vehicle purchase
28-02-2023,Amazon order,67174.68,TXN84683,,155467,
01-12-2023,,91602.85,TXN36713,ok,509866,Office supplies
06-03-2023,Gym membership,69012.05,TXN61801,,826349,
05-04-2023,vehicle purchase,57906.99,TXN97537,ok,215568,
31-12-2023,Officesupplies,85430.89,TXN95341,ok,625614,
22-12-2023,Loan EMI,69339.31,TXN20135,ok,368140,
05-12-2023,,67770.72,TXN22570,,935907,electricity bill
03-04-2023,Vehiclepurchase,1385.38,TXN68355,,139200,
16-02-2023,Vendor payment,38524.02,TXN93594,,171725,
05-12-2023,netflix subscription,20624.58,TXN83822,ok,541330,
11-06-2023,vendor payment,45706.42,TXN76346,ok,482849,
16-01-2023,client payment received,80124.88,TXN36270,ok,112250,
20-08-2023,Electricity bill,47976.04,TXN11317,ok,583149,
09-06-2023,Rent payment,97191.99,TXN25586,,360981,
28-09-2023,Insurance premium,46031.04,TXN94674,,889747,
15-08-2023,Loan EMI,24791.27,TXN77153,ok,488993,
01-07-2023,Amazon order,58048.54,TXN22213,ok,471972,
19-10-2023,Client payment received,2924.54,TXN96845,ok,289428,
01-07-2023,Vendor payment,70436.69,TXN98478,ok,705639,
30-09-2023,Mobile recharge,21246.09,TXN27136,ok,853877,
22-03-2023,Freelance income,3563.45,TXN31886,ok,445919,
26-11-2023,Freelance income,43117.19,TXN42470,ok,506729,
23-10-2023,Insurance premium,51666.8,TXN76633,ok,778627,
04-12-2023,,72817.0,TXN10577,ok,327531,Insurance premium
20-02-2023,Office supplies,48295.79,TXN70450,ok,418308,
10-12-2023,,54820.07,TXN73990,ok,669247,Insurancepremium
20-06-2023,Consulting income,88212.57,TXN49709,,459990,
16-07-2023,,96382.49,TXN16528,ok,522408,uber ride
07-11-2023,,71656.25,TXN39489,ok,624871,Vehiclepurchase
16-06-2023,,32651.16,TXN13872,ok,653279,Uberride
29-03-2023,Rent payment,67441.95,TXN91821,ok,997661,
10-01-2023,,,TXN80771,,639459,LoanEMI
05-11-2023,Freelance income,50645.34,TXN73768,ok,439706,
15-10-2023,,76736.2,TXN94842,,286403,bonus received
13-01-2023,internet bill,27520.72,TXN12500,ok,313615,
19-03-2023,Bonus received,71675.73,TXN13563,,540818,
19-03-2023,,80375.2,TXN84833,ok,751925,Amazon order
16-06-2023,Bonus received,19170.77,TXN68238,ok,459803,
12-02-2023,Bonus received,60983.03,TXN43630,ok,788971,
10-12-2023,,11161.78,TXN82939,,643840,vehicle purchase
22-01-2023,Amazon order,33796.56,TXN58414,ok,124259,
21-12-2023,,32185.52,TXN82285,ok,140463,Vehicle purchase
18-12-2023,gym membership,33210.15,TXN98397,ok,675255,
08-04-2023,Amazonorder,27147.31,TXN72299,ok,114662,
18-03-2023,Electricity bill,62913.15,TXN38565,ok,496637,
03-09-2023,Office supplies,78240.88,TXN77868,ok,182164,
01-02-2023,Bonusreceived,81107.59,TXN71055,,124445,
